director_name,,duration,gross,title_year,budget,imdb_score,movie_facebook_likes,profit,profit_to_imdb_ratio
Marc Webb,75%,150.0,247236480.0,2014.0,222500000.0,7.0,52250.0,24736480.0,3538347.0
Marc Webb,max,153.0,262030663.0,2014.0,230000000.0,7.0,56000.0,32030663.0,4575809.0
Martin Scorsese,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Martin Scorsese,mean,189.0,122417566.0,2012.0,90000000.0,8.0,95500.0,32417566.0,3989472.0
Martin Scorsese,std,72.0,7850072.0,2.0,14142136.0,0.0,60104.0,21992207.0,2733044.0
Martin Scorsese,min,138.0,116866727.0,2010.0,80000000.0,8.0,53000.0,16866727.0,2056918.0
Martin Scorsese,25%,164.0,119642146.0,2011.0,85000000.0,8.0,74250.0,24642146.0,3023195.0
Martin Scorsese,50%,189.0,122417566.0,2012.0,90000000.0,8.0,95500.0,32417566.0,3989472.0
Martin Scorsese,75%,214.0,125192986.0,2012.0,95000000.0,8.0,116750.0,40192986.0,4955748.0
Martin Scorsese,max,240.0,127968405.0,2013.0,100000000.0,8.0,138000.0,47968405.0,5922025.0
Michael Bay,count,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Michael Bay,mean,154.0,216869778.0,2014.0,151666667.0,6.0,48667.0,65203111.0,10524818.0
Michael Bay,std,11.0,151796551.0,3.0,88364774.0,1.0,6429.0,81457250.0,12851882.0
Michael Bay,min,144.0,52822418.0,2011.0,50000000.0,6.0,44000.0,2822418.0,381408.0
Michael Bay,25%,149.0,149125278.0,2012.0,122500000.0,6.0,45000.0,19125278.0,3298435.0
Michael Bay,50%,154.0,245428137.0,2014.0,195000000.0,6.0,46000.0,35428137.0,6215463.0
Michael Bay,75%,160.0,298893458.0,2015.0,202500000.0,7.0,51000.0,96393458.0,15596523.0
Michael Bay,max,165.0,352358779.0,2016.0,210000000.0,7.0,56000.0,157358779.0,24977584.0
Michael Patrick King,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Michael Patrick King,mean,146.0,95328937.0,2010.0,100000000.0,4.0,0.0,-4671063.0,-1086294.0
Michael Patrick King,min,146.0,95328937.0,2010.0,100000000.0,4.0,0.0,-4671063.0,-1086294.0
Michael Patrick King,25%,146.0,95328937.0,2010.0,100000000.0,4.0,0.0,-4671063.0,-1086294.0
Michael Patrick King,50%,146.0,95328937.0,2010.0,100000000.0,4.0,0.0,-4671063.0,-1086294.0
Michael Patrick King,75%,146.0,95328937.0,2010.0,100000000.0,4.0,0.0,-4671063.0,-1086294.0
Michael Patrick King,max,146.0,95328937.0,2010.0,100000000.0,4.0,0.0,-4671063.0,-1086294.0
Mike Leigh,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mike Leigh,mean,150.0,3958500.0,2014.0,0.0,7.0,0.0,3958500.0,582132.0
Mike Leigh,min,150.0,3958500.0,2014.0,0.0,7.0,0.0,3958500.0,582132.0
Mike Leigh,25%,150.0,3958500.0,2014.0,0.0,7.0,0.0,3958500.0,582132.0
Mike Leigh,50%,150.0,3958500.0,2014.0,0.0,7.0,0.0,3958500.0,582132.0
Mike Leigh,75%,150.0,3958500.0,2014.0,0.0,7.0,0.0,3958500.0,582132.0
Mike Leigh,max,150.0,3958500.0,2014.0,0.0,7.0,0.0,3958500.0,582132.0
Nan,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nan,mean,151.0,228430993.0,2015.0,108000000.0,8.0,153000.0,120430993.0,14868024.0
Nan,min,151.0,228430993.0,2015.0,108000000.0,8.0,153000.0,120430993.0,14868024.0
Nan,25%,151.0,228430993.0,2015.0,108000000.0,8.0,153000.0,120430993.0,14868024.0
Nan,50%,151.0,228430993.0,2015.0,108000000.0,8.0,153000.0,120430993.0,14868024.0
Nan,75%,151.0,228430993.0,2015.0,108000000.0,8.0,153000.0,120430993.0,14868024.0
Nan,max,151.0,228430993.0,2015.0,108000000.0,8.0,153000.0,120430993.0,14868024.0
Null,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Null,mean,158.0,102515793.0,2011.0,90000000.0,8.0,54000.0,12515793.0,1604589.0
Null,min,158.0,102515793.0,2011.0,90000000.0,8.0,54000.0,12515793.0,1604589.0
Null,25%,158.0,102515793.0,2011.0,90000000.0,8.0,54000.0,12515793.0,1604589.0
Null,50%,158.0,102515793.0,2011.0,90000000.0,8.0,54000.0,12515793.0,1604589.0
Null,75%,158.0,102515793.0,2011.0,90000000.0,8.0,54000.0,12515793.0,1604589.0
Null,max,158.0,102515793.0,2011.0,90000000.0,8.0,54000.0,12515793.0,1604589.0
Oliver Stone,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Oliver Stone,mean,141.0,47307550.0,2012.0,45000000.0,6.0,28000.0,2307550.0,355008.0
Oliver Stone,min,141.0,47307550.0,2012.0,45000000.0,6.0,28000.0,2307550.0,355008.0
Oliver Stone,25%,141.0,47307550.0,2012.0,45000000.0,6.0,28000.0,2307550.0,355008.0
Oliver Stone,50%,141.0,47307550.0,2012.0,45000000.0,6.0,28000.0,2307550.0,355008.0
Oliver Stone,75%,141.0,47307550.0,2012.0,45000000.0,6.0,28000.0,2307550.0,355008.0
Oliver Stone,max,141.0,47307550.0,2012.0,45000000.0,6.0,28000.0,2307550.0,355008.0
Paul Greengrass,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Paul Greengrass,mean,134.0,107100855.0,2013.0,55000000.0,8.0,65000.0,52100855.0,6595045.0
Paul Greengrass,min,134.0,107100855.0,2013.0,55000000.0,8.0,65000.0,52100855.0,6595045.0
Paul Greengrass,25%,134.0,107100855.0,2013.0,55000000.0,8.0,65000.0,52100855.0,6595045.0
Paul Greengrass,50%,134.0,107100855.0,2013.0,55000000.0,8.0,65000.0,52100855.0,6595045.0
Paul Greengrass,75%,134.0,107100855.0,2013.0,55000000.0,8.0,65000.0,52100855.0,6595045.0
Paul Greengrass,max,134.0,107100855.0,2013.0,55000000.0,8.0,65000.0,52100855.0,6595045.0
Paul Thomas Anderson,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Paul Thomas Anderson,mean,146.0,12235296.0,2013.0,26000000.0,7.0,22500.0,-13764704.0,-1988750.0
Paul Thomas Anderson,std,3.0,5857641.0,1.0,8485281.0,0.0,6364.0,2627640.0,299295.0
Paul Thomas Anderson,min,144.0,8093318.0,2012.0,20000000.0,7.0,18000.0,-15622726.0,-2200384.0
Paul Thomas Anderson,25%,145.0,10164307.0,2012.0,23000000.0,7.0,20250.0,-14693715.0,-2094567.0
Paul Thomas Anderson,50%,146.0,12235296.0,2013.0,26000000.0,7.0,22500.0,-13764704.0,-1988750.0
Paul Thomas Anderson,75%,147.0,14306285.0,2014.0,29000000.0,7.0,24750.0,-12835693.0,-1882934.0
Paul Thomas Anderson,max,148.0,16377274.0,2014.0,32000000.0,7.0,27000.0,-11906682.0,-1777117.0
Peter Jackson,count,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Peter Jackson,mean,133.0,272154984.0,2013.0,218333333.0,8.0,104667.0,53821651.0,6824363.0
Peter Jackson,std,73.0,26762919.0,1.0,35472994.0,0.0,53873.0,61553501.0,7777950.0
Peter Jackson,min,50.0,255108370.0,2012.0,180000000.0,8.0,65000.0,5108370.0,681116.0
Peter Jackson,25%,107.0,256731862.0,2012.0,202500000.0,8.0,74000.0,19231862.0,2451656.0
Peter Jackson,50%,164.0,258355354.0,2013.0,225000000.0,8.0,83000.0,33355354.0,4222197.0
Peter Jackson,75%,175.0,280678292.0,2014.0,237500000.0,8.0,124500.0,78178292.0,9895986.0
Peter Jackson,max,186.0,303001229.0,2014.0,250000000.0,8.0,166000.0,123001229.0,15569776.0
Quentin Tarantino,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Quentin Tarantino,mean,384.0,108460420.0,2014.0,72000000.0,8.0,156500.0,36460420.0,4334656.0
Quentin Tarantino,std,278.0,76854345.0,2.0,39597980.0,0.0,60104.0,37256365.0,4319186.0
Quentin Tarantino,min,187.0,54116191.0,2012.0,44000000.0,8.0,114000.0,10116191.0,1280531.0
Quentin Tarantino,25%,285.0,81288305.0,2013.0,58000000.0,8.0,135250.0,23288305.0,2807593.0
Quentin Tarantino,50%,384.0,108460420.0,2014.0,72000000.0,8.0,156500.0,36460420.0,4334656.0
Quentin Tarantino,75%,482.0,135632534.0,2014.0,86000000.0,8.0,177750.0,49632534.0,5861719.0
Quentin Tarantino,max,580.0,162804648.0,2015.0,100000000.0,8.0,199000.0,62804648.0,7388782.0
Richard J. Lewis,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Richard J. Lewis,mean,134.0,7501404.0,2010.0,0.0,7.0,0.0,7501404.0,1027590.0
Richard J. Lewis,min,134.0,7501404.0,2010.0,0.0,7.0,0.0,7501404.0,1027590.0
Richard J. Lewis,25%,134.0,7501404.0,2010.0,0.0,7.0,0.0,7501404.0,1027590.0
Richard J. Lewis,50%,134.0,7501404.0,2010.0,0.0,7.0,0.0,7501404.0,1027590.0
Richard J. Lewis,75%,134.0,7501404.0,2010.0,0.0,7.0,0.0,7501404.0,1027590.0
Richard J. Lewis,max,134.0,7501404.0,2010.0,0.0,7.0,0.0,7501404.0,1027590.0
Richard Linklater,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Richard Linklater,mean,165.0,25359200.0,2014.0,4000000.0,8.0,92000.0,21359200.0,2669900.0
Richard Linklater,min,165.0,25359200.0,2014.0,4000000.0,8.0,92000.0,21359200.0,2669900.0
Richard Linklater,25%,165.0,25359200.0,2014.0,4000000.0,8.0,92000.0,21359200.0,2669900.0
Richard Linklater,50%,165.0,25359200.0,2014.0,4000000.0,8.0,92000.0,21359200.0,2669900.0
Richard Linklater,75%,165.0,25359200.0,2014.0,4000000.0,8.0,92000.0,21359200.0,2669900.0
Richard Linklater,max,165.0,25359200.0,2014.0,4000000.0,8.0,92000.0,21359200.0,2669900.0
Ridley Scott,count,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ridley Scott,mean,148.0,62398723.0,2012.0,121666667.0,6.0,30667.0,-59267943.0,-9318482.0
Ridley Scott,std,9.0,44182953.0,2.0,88928810.0,1.0,17954.0,45462431.0,6821006.0
Ridley Scott,min,138.0,16969390.0,2010.0,25000000.0,5.0,17000.0,-94780265.0,-14146308.0
Ridley Scott,25%,144.0,40988218.0,2012.0,82500000.0,6.0,20500.0,-84886610.0,-13220118.0
Ridley Scott,50%,150.0,65007045.0,2013.0,140000000.0,6.0,24000.0,-74992955.0,-12293927.0
Ridley Scott,75%,153.0,85113390.0,2014.0,170000000.0,6.0,37500.0,-41511782.0,-6904568.0
Ridley Scott,max,156.0,105219735.0,2014.0,200000000.0,7.0,51000.0,-8030610.0,-1515209.0
Rob Marshall,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rob Marshall,mean,136.0,241063875.0,2011.0,250000000.0,7.0,58000.0,-8936125.0,-1333750.0
Rob Marshall,min,136.0,241063875.0,2011.0,250000000.0,7.0,58000.0,-8936125.0,-1333750.0
Rob Marshall,25%,136.0,241063875.0,2011.0,250000000.0,7.0,58000.0,-8936125.0,-1333750.0
Rob Marshall,50%,136.0,241063875.0,2011.0,250000000.0,7.0,58000.0,-8936125.0,-1333750.0
Rob Marshall,75%,136.0,241063875.0,2011.0,250000000.0,7.0,58000.0,-8936125.0,-1333750.0
Rob Marshall,max,136.0,241063875.0,2011.0,250000000.0,7.0,58000.0,-8936125.0,-1333750.0
Robert Zemeckis,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robert Zemeckis,mean,138.0,93749203.0,2012.0,31000000.0,7.0,64000.0,62749203.0,8595781.0
Robert Zemeckis,min,138.0,93749203.0,2012.0,31000000.0,7.0,64000.0,62749203.0,8595781.0
Robert Zemeckis,25%,138.0,93749203.0,2012.0,31000000.0,7.0,64000.0,62749203.0,8595781.0
Robert Zemeckis,50%,138.0,93749203.0,2012.0,31000000.0,7.0,64000.0,62749203.0,8595781.0
Robert Zemeckis,75%,138.0,93749203.0,2012.0,31000000.0,7.0,64000.0,62749203.0,8595781.0
Robert Zemeckis,max,138.0,93749203.0,2012.0,31000000.0,7.0,64000.0,62749203.0,8595781.0
Ryan Murphy,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ryan Murphy,mean,140.0,80574010.0,2010.0,60000000.0,6.0,26000.0,20574010.0,3609475.0
Ryan Murphy,min,140.0,80574010.0,2010.0,60000000.0,6.0,26000.0,20574010.0,3609475.0
Ryan Murphy,25%,140.0,80574010.0,2010.0,60000000.0,6.0,26000.0,20574010.0,3609475.0
Ryan Murphy,50%,140.0,80574010.0,2010.0,60000000.0,6.0,26000.0,20574010.0,3609475.0
Ryan Murphy,75%,140.0,80574010.0,2010.0,60000000.0,6.0,26000.0,20574010.0,3609475.0
Ryan Murphy,max,140.0,80574010.0,2010.0,60000000.0,6.0,26000.0,20574010.0,3609475.0
Sadyk Sher-Niyaz,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sadyk Sher-Niyaz,mean,135.0,0.0,2014.0,1400000.0,9.0,0.0,-1400000.0,-160920.0
Sadyk Sher-Niyaz,min,135.0,0.0,2014.0,1400000.0,9.0,0.0,-1400000.0,-160920.0
Sadyk Sher-Niyaz,25%,135.0,0.0,2014.0,1400000.0,9.0,0.0,-1400000.0,-160920.0
Sadyk Sher-Niyaz,50%,135.0,0.0,2014.0,1400000.0,9.0,0.0,-1400000.0,-160920.0
Sadyk Sher-Niyaz,75%,135.0,0.0,2014.0,1400000.0,9.0,0.0,-1400000.0,-160920.0
Sadyk Sher-Niyaz,max,135.0,0.0,2014.0,1400000.0,9.0,0.0,-1400000.0,-160920.0
Sam Mendes,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Sam Mendes,mean,146.0,252217226.0,2014.0,222500000.0,7.0,82500.0,29717226.0,3386392.0
Sam Mendes,std,4.0,73741410.0,2.0,31819805.0,1.0,3536.0,105561215.0,14132421.0
Sam Mendes,min,143.0,200074175.0,2012.0,200000000.0,7.0,80000.0,-44925825.0,-6606739.0
Sam Mendes,25%,144.0,226145700.0,2013.0,211250000.0,7.0,81250.0,-7604300.0,-1610174.0
Sam Mendes,50%,146.0,252217226.0,2014.0,222500000.0,7.0,82500.0,29717226.0,3386392.0
Sam Mendes,75%,147.0,278288752.0,2014.0,233750000.0,8.0,83750.0,67038752.0,8382957.0
Sam Mendes,max,148.0,304360277.0,2015.0,245000000.0,8.0,85000.0,104360277.0,13379523.0
Seth MacFarlane,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Seth MacFarlane,mean,136.0,42615685.0,2014.0,40000000.0,6.0,24000.0,2615685.0,428801.0
Seth MacFarlane,min,136.0,42615685.0,2014.0,40000000.0,6.0,24000.0,2615685.0,428801.0
Seth MacFarlane,25%,136.0,42615685.0,2014.0,40000000.0,6.0,24000.0,2615685.0,428801.0
Seth MacFarlane,50%,136.0,42615685.0,2014.0,40000000.0,6.0,24000.0,2615685.0,428801.0
Seth MacFarlane,75%,136.0,42615685.0,2014.0,40000000.0,6.0,24000.0,2615685.0,428801.0
Seth MacFarlane,max,136.0,42615685.0,2014.0,40000000.0,6.0,24000.0,2615685.0,428801.0
Shane Black,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shane Black,mean,195.0,408992272.0,2013.0,200000000.0,7.0,95000.0,208992272.0,29026704.0
Shane Black,min,195.0,408992272.0,2013.0,200000000.0,7.0,95000.0,208992272.0,29026704.0
Shane Black,25%,195.0,408992272.0,2013.0,200000000.0,7.0,95000.0,208992272.0,29026704.0
Shane Black,50%,195.0,408992272.0,2013.0,200000000.0,7.0,95000.0,208992272.0,29026704.0
Shane Black,75%,195.0,408992272.0,2013.0,200000000.0,7.0,95000.0,208992272.0,29026704.0
Shane Black,max,195.0,408992272.0,2013.0,200000000.0,7.0,95000.0,208992272.0,29026704.0
Steve McQueen,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Steve McQueen,mean,134.0,56667870.0,2013.0,20000000.0,8.0,83000.0,36667870.0,4526898.0
Steve McQueen,min,134.0,56667870.0,2013.0,20000000.0,8.0,83000.0,36667870.0,4526898.0
Steve McQueen,25%,134.0,56667870.0,2013.0,20000000.0,8.0,83000.0,36667870.0,4526898.0
Steve McQueen,50%,134.0,56667870.0,2013.0,20000000.0,8.0,83000.0,36667870.0,4526898.0
Steve McQueen,75%,134.0,56667870.0,2013.0,20000000.0,8.0,83000.0,36667870.0,4526898.0
Steve McQueen,max,134.0,56667870.0,2013.0,20000000.0,8.0,83000.0,36667870.0,4526898.0
Steven Spielberg,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Steven Spielberg,mean,144.0,76094712.0,2013.0,53000000.0,7.0,41500.0,23094712.0,3089521.0
Steven Spielberg,std,3.0,5357956.0,3.0,18384776.0,0.0,19092.0,13026820.0,1642293.0
Steven Spielberg,min,142.0,72306065.0,2011.0,40000000.0,7.0,28000.0,13883359.0,1928244.0
Steven Spielberg,25%,143.0,74200388.0,2012.0,46500000.0,7.0,34750.0,18489036.0,2508883.0
Steven Spielberg,50%,144.0,76094712.0,2013.0,53000000.0,7.0,41500.0,23094712.0,3089521.0
Steven Spielberg,75%,145.0,77989036.0,2014.0,59500000.0,7.0,48250.0,27700388.0,3670160.0
Steven Spielberg,max,146.0,79883359.0,2015.0,66000000.0,8.0,55000.0,32306065.0,4250798.0
Tate Taylor,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Tate Taylor,mean,142.0,100109764.0,2012.0,27500000.0,8.0,43000.0,72609764.0,8969686.0
Tate Taylor,std,5.0,98423357.0,2.0,3535534.0,1.0,45255.0,101958891.0,12579715.0
Tate Taylor,min,139.0,30513940.0,2011.0,25000000.0,7.0,11000.0,513940.0,74484.0
Tate Taylor,25%,141.0,65311852.0,2012.0,26250000.0,7.0,27000.0,36561852.0,4522085.0
Tate Taylor,50%,142.0,100109764.0,2012.0,27500000.0,8.0,43000.0,72609764.0,8969686.0
Tate Taylor,75%,144.0,134907675.0,2013.0,28750000.0,8.0,59000.0,108657675.0,13417286.0
Tate Taylor,max,146.0,169705587.0,2014.0,30000000.0,8.0,75000.0,144705587.0,17864887.0
Terrence Malick,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Terrence Malick,mean,139.0,13303319.0,2011.0,32000000.0,7.0,39000.0,-18696681.0,-2790549.0
Terrence Malick,min,139.0,13303319.0,2011.0,32000000.0,7.0,39000.0,-18696681.0,-2790549.0
Terrence Malick,25%,139.0,13303319.0,2011.0,32000000.0,7.0,39000.0,-18696681.0,-2790549.0
Terrence Malick,50%,139.0,13303319.0,2011.0,32000000.0,7.0,39000.0,-18696681.0,-2790549.0
Terrence Malick,75%,139.0,13303319.0,2011.0,32000000.0,7.0,39000.0,-18696681.0,-2790549.0
Terrence Malick,max,139.0,13303319.0,2011.0,32000000.0,7.0,39000.0,-18696681.0,-2790549.0
Timur Bekmambetov,count,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Timur Bekmambetov,mean,141.0,0.0,2016.0,100000000.0,6.0,0.0,-100000000.0,-16530055.0
Timur Bekmambetov,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193199.0
Timur Bekmambetov,min,141.0,0.0,2016.0,100000000.0,6.0,0.0,-100000000.0,-16666667.0
Timur Bekmambetov,25%,141.0,0.0,2016.0,100000000.0,6.0,0.0,-100000000.0,-16598361.0
Timur Bekmambetov,50%,141.0,0.0,2016.0,100000000.0,6.0,0.0,-100000000.0,-16530055.0
Timur Bekmambetov,75%,141.0,0.0,2016.0,100000000.0,6.0,0.0,-100000000.0,-16461749.0
Timur Bekmambetov,max,141.0,0.0,2016.0,100000000.0,6.0,0.0,-100000000.0,-16393443.0
Tom Hooper,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tom Hooper,mean,158.0,148775460.0,2012.0,61000000.0,8.0,144000.0,87775460.0,11549403.0
Tom Hooper,min,158.0,148775460.0,2012.0,61000000.0,8.0,144000.0,87775460.0,11549403.0
Tom Hooper,25%,158.0,148775460.0,2012.0,61000000.0,8.0,144000.0,87775460.0,11549403.0
Tom Hooper,50%,158.0,148775460.0,2012.0,61000000.0,8.0,144000.0,87775460.0,11549403.0
Tom Hooper,75%,158.0,148775460.0,2012.0,61000000.0,8.0,144000.0,87775460.0,11549403.0
Tom Hooper,max,158.0,148775460.0,2012.0,61000000.0,8.0,144000.0,87775460.0,11549403.0
Tom Tykwer,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tom Tykwer,mean,172.0,27098580.0,2012.0,102000000.0,8.0,124000.0,-74901420.0,-9986856.0
Tom Tykwer,min,172.0,27098580.0,2012.0,102000000.0,8.0,124000.0,-74901420.0,-9986856.0
Tom Tykwer,25%,172.0,27098580.0,2012.0,102000000.0,8.0,124000.0,-74901420.0,-9986856.0
Tom Tykwer,50%,172.0,27098580.0,2012.0,102000000.0,8.0,124000.0,-74901420.0,-9986856.0
Tom Tykwer,75%,172.0,27098580.0,2012.0,102000000.0,8.0,124000.0,-74901420.0,-9986856.0
Tom Tykwer,max,172.0,27098580.0,2012.0,102000000.0,8.0,124000.0,-74901420.0,-9986856.0
Tony Gilroy,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tony Gilroy,mean,135.0,113165635.0,2012.0,125000000.0,7.0,31000.0,-11834365.0,-1766323.0
Tony Gilroy,min,135.0,113165635.0,2012.0,125000000.0,7.0,31000.0,-11834365.0,-1766323.0
Tony Gilroy,25%,135.0,113165635.0,2012.0,125000000.0,7.0,31000.0,-11834365.0,-1766323.0
Tony Gilroy,50%,135.0,113165635.0,2012.0,125000000.0,7.0,31000.0,-11834365.0,-1766323.0
Tony Gilroy,75%,135.0,113165635.0,2012.0,125000000.0,7.0,31000.0,-11834365.0,-1766323.0
Tony Gilroy,max,135.0,113165635.0,2012.0,125000000.0,7.0,31000.0,-11834365.0,-1766323.0
Walter Salles,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Walter Salles,mean,137.0,717753.0,2012.0,25000000.0,6.0,27000.0,-24282247.0,-3980696.0
Walter Salles,min,137.0,717753.0,2012.0,25000000.0,6.0,27000.0,-24282247.0,-3980696.0
Walter Salles,25%,137.0,717753.0,2012.0,25000000.0,6.0,27000.0,-24282247.0,-3980696.0
Walter Salles,50%,137.0,717753.0,2012.0,25000000.0,6.0,27000.0,-24282247.0,-3980696.0
Walter Salles,75%,137.0,717753.0,2012.0,25000000.0,6.0,27000.0,-24282247.0,-3980696.0
Walter Salles,max,137.0,717753.0,2012.0,25000000.0,6.0,27000.0,-24282247.0,-3980696.0
Zack Snyder,count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zack Snyder,mean,143.0,291021565.0,2013.0,225000000.0,7.0,118000.0,66021565.0,9169662.0
Zack Snyder,min,143.0,291021565.0,2013.0,225000000.0,7.0,118000.0,66021565.0,9169662.0
Zack Snyder,25%,143.0,291021565.0,2013.0,225000000.0,7.0,118000.0,66021565.0,9169662.0
Zack Snyder,50%,143.0,291021565.0,2013.0,225000000.0,7.0,118000.0,66021565.0,9169662.0
Zack Snyder,75%,143.0,291021565.0,2013.0,225000000.0,7.0,118000.0,66021565.0,9169662.0
Zack Snyder,max,143.0,291021565.0,2013.0,225000000.0,7.0,118000.0,66021565.0,9169662.0
